ID Entry Internet_Use Freq
10104114001 2013.07 0 0
10104114001 2015.07 0 0
10104114001 2018.07 0 0
10104114002 2011.05 0 0
10104114002 2013.07 0 0
10104114002 2015.07 0 0
10104114002 2018.07 0 0
10104115001 2011.05 0 0
10104115001 2013.07 0 0
10104115001 2015.07 0 0
10104115001 2018.07 0 0
10104115002 2011.05 0 0
10104115002 2013.07 0 0
10104115002 2015.07 0 0
10104115002 2018.07 0 0
10104116001 2011.05 0 0
10104116001 2013.07 0 0
10104116001 2015.07 0 0
10104116001 2018.07 0 0
10104116002 2011.05 0 0
10104116002 2013.07 0 0
10104116002 2015.07 0 0
10104116002 2018.07 0 0
10104117001 2011.05 0 0
10104117001 2013.07 0 0
10104117001 2015.07 0 0
10104117001 2018.07 0 0
10104117002 2011.05 0 0
10104117002 2013.07 0 0
10104117002 2015.07 0 0
10104118001 2011.05 0 0
10104118001 2013.07 0 0
10104118001 2015.07 0 0
10104118001 2018.07 0 0
10104118002 2011.05 0 0
10104118002 2013.07 0 0
10104118002 2015.07 0 0
10104118002 2018.07 0 0
10104119001 2011.05 0 0
10104119001 2013.07 0 0
10104119001 2015.07 0 0
10104119001 2018.07 0 0
10104119002 2011.05 NA NA
10104119002 2013.07 0 0
10104119002 2015.07 0 0
10104119002 2018.07 0 0
10104120001 2011.05 NA NA
10104120001 2013.07 0 0
10104120001 2015.07 0 0
10104120001 2018.07 0 0
10104120002 2011.05 NA NA
10104120002 2013.07 0 0
10104120002 2015.07 0 0
10104120002 2018.07 0 0
10104121001 2011.05 NA NA
10104121001 2013.07 0 0
10104121001 2015.07 0 0
10104121001 2018.07 0 0
10104121002 2011.05 NA NA
10104121002 2013.07 0 0
10104121002 2015.07 0 0
10104121002 2018.07 0 0
10104122001 2011.05 NA NA
10104122001 2013.07 0 0
10104122001 2015.07 0 0
10104122001 2018.07 0 0
10104122002 2011.05 NA NA
10104122002 2013.07 0 0
10104122002 2015.07 0 0
10104122002 2018.07 0 0
10104123001 2011.05 NA NA
10104123001 2013.07 0 0
10104123001 2015.07 0 0
10104123001 2018.07 0 0
10104124001 2011.05 NA NA
10104124001 2013.07 0 0
10104124001 2015.07 0 0
10104124001 2018.07 0 0
10104124002 2011.05 NA NA
10104124002 2013.07 0 0
10104124002 2015.07 0 0
10104124002 2018.07 0 0
10104125001 2011.05 NA NA
10104125001 2013.07 0 0
10104125001 2015.07 0 0
10104125001 2018.07 0 0
10104125002 2011.05 NA NA
10104125002 2013.07 0 0
10104125002 2015.07 0 0
10104125002 2018.07 0 0
10104126001 2011.05 NA NA
10104126001 2013.07 0 0
10104126001 2015.07 NA NA
10104126001 2018.07 0 0
10104126002 2015.07 NA NA
10104126002 2018.07 0 0
10104127001 2011.05 NA NA
10104127001 2013.07 0 0
10104127001 2015.07 0 0
10104127001 2018.07 0 0
10104127002 2011.05 NA NA
10104127002 2013.07 0 0
10104127002 2015.07 0 0
10104127002 2018.07 0 0
10104128001 2011.05 NA NA
10104128001 2013.07 0 0
10104128001 2015.07 0 0
10104128001 2018.07 0 0
10104128002 2011.05 NA NA
10104128002 2013.07 0 0
10104128002 2015.07 0 0
10104128002 2018.07 0 0
10104129001 2011.05 NA NA
10104129001 2013.07 0 0
10104129001 2015.07 0 0
10104129001 2018.07 0 0
10104129002 2011.05 NA NA
10104129002 2013.07 0 0
10104129002 2015.07 0 0
10104129002 2018.07 0 0
10104130001 2011.05 NA NA
10104130001 2013.07 0 0
10104130001 2015.07 0 0
10104130001 2018.07 0 0
10104130002 2011.05 NA NA
10104130002 2013.07 0 0
10104130002 2015.07 0 0
10104130002 2018.07 0 0
10104201001 2011.05 0 0
10104201001 2013.07 0 0
10104201002 2011.05 0 0
10104201002 2013.07 0 0
10104201002 2015.07 0 0
10104202001 2011.05 0 0
10104202002 2011.05 0 0
10104203001 2011.05 0 0
10104203001 2013.07 0 0
10104203002 2011.05 0 0
10104203002 2013.07 0 0
10104204001 2011.05 0 0
10104204001 2013.07 0 0
10104205001 2011.05 0 0
10104205001 2013.07 0 0
10104205001 2015.07 0 0
10104205001 2018.07 0 0
10104205002 2011.05 0 0
10104205002 2013.07 0 0
10104205002 2015.07 0 0
10104205002 2018.07 0 0
10104206001 2011.05 0 0
10104206001 2013.07 0 0
10104206001 2015.07 0 0
10104206001 2018.07 0 0
10104206002 2011.05 0 0
10104206002 2013.07 0 0
10104206002 2015.07 0 0
10104206002 2018.07 0 0
10104207001 2011.05 0 0
10104207001 2013.07 0 0
10104207002 2011.05 0 0
10104207002 2013.07 0 0
10104207002 2015.07 NA NA
10104207002 2018.07 0 0
10104208001 2011.05 0 0
10104208001 2013.07 0 0
10104208001 2015.07 0 0
10104209001 2011.05 0 0
10104209001 2013.07 0 0
10104210001 2011.05 0 0
10104210001 2013.07 0 0
10104210001 2015.07 0 0
10104210001 2018.07 0 0
10104211001 2011.05 0 0
10104211002 2011.05 0 0
10104212001 2011.05 0 0
10104212001 2013.07 0 0
10104212001 2015.07 0 0
10104212001 2018.07 0 0
10104213001 2011.05 0 0
10104214001 2011.05 NA NA
10104214002 2011.05 0 0
10104215001 2011.05 0 0
10104215002 2011.05 0 0
10104216001 2011.05 0 0
10104217001 2011.05 0 0
10104217001 2013.07 0 0
10104217001 2015.07 0 0
10104217002 2011.05 0 0
10104217002 2013.07 0 0
10104217002 2015.07 0 0
10104218001 2011.05 0 0
10104218002 2011.05 0 0
10104218002 2013.07 0 0
10104218002 2015.07 0 0
10104219001 2011.05 0 0
10104219001 2013.07 0 0
10104220001 2011.05 0 0
10104220001 2013.07 0 0
10104220001 2015.07 0 0
10104220001 2018.07 0 0
10104221001 2011.05 0 0
10104221001 2013.07 0 0
10104221001 2015.07 0 0
10104221002 2011.05 0 0
10104221002 2013.07 0 0
10104221002 2015.07 0 0
10104221002 2018.07 0 0
10104222001 2011.05 0 0
10104222001 2013.07 0 0
10104222001 2015.07 NA NA
10104222001 2018.07 0 0
10104222002 2011.05 0 0
10104222002 2013.07 0 0
10104222002 2015.07 NA NA
10104222002 2018.07 0 0
10104223001 2011.05 0 0
10104223001 2013.07 NA NA
10104223001 2015.07 0 0
10104223001 2018.07 1 3
10104223002 2011.05 0 0
10104223002 2015.07 NA NA
10104223002 2018.07 0 0
10104224001 2011.05 0 0
10104224001 2013.07 0 0
10104224002 2011.05 0 0
10104225001 2011.05 0 0
10104225001 2013.07 0 0
10104225001 2015.07 0 0
10104225002 2011.05 NA NA
10104225002 2013.07 0 0
10104225002 2015.07 0 0
10104226001 2011.05 0 0
10104226001 2013.07 0 0
10104226001 2015.07 0 0
10104226001 2018.07 0 0
10104226002 2011.05 0 0
10104226002 2013.07 0 0
10104226002 2015.07 0 0
10104226002 2018.07 0 0
10104227001 2011.05 0 0
10104227001 2013.07 0 0
10104227001 2015.07 0 0
10104227001 2018.07 0 0
10104227003 2015.07 NA NA
10104227003 2018.07 0 0
10104228001 2011.05 0 0
10104228001 2013.07 0 0
10104228002 2011.05 0 0
10104228002 2013.07 0 0
10104228002 2015.07 0 0
10104229001 2011.05 0 0
10104229001 2013.07 0 0
10104229002 2011.05 0 0
10104229002 2013.07 0 0
10104230001 2011.05 0 0
10104230001 2013.07 0 0
10104230001 2015.07 0 0
10104231001 2011.05 0 0
10104231001 2013.07 0 0
10104231001 2015.07 0 0
10104231001 2018.07 0 0
10104231002 2011.05 NA NA
10104231002 2013.07 0 0
10104231002 2015.07 NA NA
10104231002 2018.07 0 0
10104232001 2011.05 0 0
10104232001 2013.07 NA NA
10104232001 2015.07 0 0
10104233001 2011.05 NA NA
10104233001 2013.07 0 0
10104233001 2015.07 NA NA
10104233001 2018.07 0 0
10104233002 2011.05 NA NA
10104233002 2013.07 0 0
10104233002 2015.07 NA NA
10104233002 2018.07 0 0
10104234001 2011.05 NA NA
10104234001 2013.07 0 0
10104234001 2015.07 0 0
10104234002 2011.05 NA NA
10104234002 2013.07 0 0
10104234002 2015.07 0 0
10104234002 2018.07 0 0
10104235001 2013.07 NA NA
10104235001 2015.07 1 3
10104301001 2011.05 0 0
10104301001 2013.07 0 0
10104301001 2015.07 0 0
10104301001 2018.07 0 0
10104301002 2011.05 0 0
10104301002 2013.07 0 0
10104301002 2015.07 0 0
10104301002 2018.07 0 0
10104302001 2011.05 0 0
10104302001 2013.07 0 0
10104302001 2015.07 0 0
10104302001 2018.07 0 0
10104302002 2011.05 0 0
10104302002 2015.07 NA NA
10104302002 2018.07 0 0
10104303001 2011.05 0 0
10104303001 2013.07 0 0
10104303001 2015.07 0 0
10104303001 2018.07 0 0
10104303002 2011.05 0 0
10104303002 2013.07 0 0
10104303002 2015.07 0 0
10104303002 2018.07 0 0
10104304001 2011.05 0 0
10104304001 2013.07 0 0
10104304001 2015.07 0 0
10104304001 2018.07 0 0
10104305001 2011.05 0 0
10104305001 2013.07 0 0
10104305001 2015.07 0 0
10104305001 2018.07 0 0
10104306001 2011.05 0 0
10104306001 2013.07 0 0
10104306001 2015.07 0 0
10104306001 2018.07 0 0
10104306002 2011.05 0 0
10104306002 2013.07 NA NA
10104306002 2015.07 0 0
10104306002 2018.07 0 0
10104307001 2011.05 0 0
10104307001 2013.07 0 0
10104307001 2015.07 0 0
10104307001 2018.07 0 0
10104307002 2011.05 0 0
10104307002 2013.07 0 0
10104307002 2015.07 0 0
10104307002 2018.07 0 0
10104308001 2011.05 0 0
10104308001 2013.07 0 0
10104308001 2015.07 0 0
10104308001 2018.07 0 0
10104309001 2011.05 0 0
10104309001 2013.07 0 0
10104309001 2015.07 0 0
10104309001 2018.07 0 0
10104309002 2011.05 0 0
10104309002 2013.07 0 0
10104309002 2015.07 0 0
10104309002 2018.07 0 0
10104310001 2011.05 0 0
10104310001 2013.07 0 0
10104310001 2015.07 0 0
10104310001 2018.07 0 0
10104310002 2011.05 0 0
10104311001 2011.05 0 0
10104311001 2013.07 0 0
10104311001 2015.07 0 0
10104311001 2018.07 0 0
10104311002 2011.05 0 0
10104311002 2013.07 0 0
10104311002 2015.07 0 0
10104311002 2018.07 0 0
10104312001 2011.05 0 0
10104312001 2013.07 0 0
10104312001 2015.07 0 0
10104312001 2018.07 0 0
10104312002 2011.05 0 0
10104312002 2013.07 0 0
10104312002 2015.07 0 0
10104313001 2011.05 0 0
10104313001 2013.07 0 0
10104313001 2015.07 0 0
10104313001 2018.07 0 0
10104313002 2011.05 0 0
10104313002 2013.07 0 0
10104313002 2015.07 0 0
10104313002 2018.07 0 0
10104314001 2011.05 0 0
10104314001 2013.07 0 0
10104314002 2011.05 0 0
10104314002 2013.07 0 0
10104314002 2015.07 0 0
10104314002 2018.07 0 0
10104315001 2011.05 0 0
10104315001 2013.07 0 0
10104315001 2015.07 0 0
10104315001 2018.07 0 0
10104315002 2011.05 0 0
10104315002 2013.07 0 0
10104316001 2011.05 0 0
10104316001 2013.07 0 0
10104316001 2015.07 0 0
10104316002 2011.05 0 0
10104316002 2013.07 0 0
10104316002 2015.07 0 0
10104316002 2018.07 0 0
10104317001 2011.05 0 0
10104317001 2013.07 0 0
10104317001 2015.07 0 0
10104317001 2018.07 0 0
10104317002 2011.05 0 0
10104317002 2013.07 0 0
10104317002 2015.07 0 0
10104317002 2018.07 0 0
10104318001 2011.05 0 0
10104318001 2013.07 0 0
10104318001 2015.07 0 0
10104318001 2018.07 0 0
10104318002 2011.05 0 0
10104318002 2013.07 0 0
10104318002 2015.07 0 0
10104318002 2018.07 0 0
10104319001 2011.05 0 0
10104319001 2013.07 0 0
10104319001 2015.07 0 0
10104319002 2011.05 0 0
10104319002 2013.07 0 0
10104319002 2015.07 0 0
10104320001 2011.05 0 0
10104320001 2013.07 0 0
10104320001 2015.07 0 0
10104320001 2018.07 0 0
10104320002 2011.05 0 0
10104320002 2013.07 0 0
10104320002 2015.07 0 0
10104320002 2018.07 0 0
10104321001 2011.05 0 0
10104321001 2013.07 0 0
10104321001 2015.07 0 0
10104321001 2018.07 0 0
10104321002 2011.05 0 0
10104321002 2013.07 0 0
10104321002 2015.07 0 0
10104322001 2011.05 0 0
10104322001 2013.07 0 0
10104322001 2015.07 0 0
10104322001 2018.07 0 0
10104322002 2011.05 0 0
10104322002 2013.07 0 0
10104322002 2015.07 0 0
10104322002 2018.07 0 0
10104323001 2011.05 0 0
10104323001 2013.07 0 0
10104323002 2011.05 0 0
10104324001 2011.05 0 0
10104324001 2013.07 0 0
10104324001 2015.07 0 0
10104324001 2018.07 0 0
10104324002 2011.05 0 0
10104324002 2013.07 0 0
10104324002 2015.07 0 0
10104324002 2018.07 0 0
10104325001 2011.05 0 0
10104325001 2013.07 0 0
10104325001 2015.07 0 0
10104325001 2018.07 0 0
10104326001 2011.05 0 0
10104326001 2013.07 0 0
10104326001 2015.07 0 0
10104326001 2018.07 0 0
10104327001 2011.05 0 0
10104327001 2013.07 0 0
10104327002 2011.05 0 0
10104327002 2013.07 0 0
10104327002 2015.07 0 0
10104327002 2018.07 0 0
10104328001 2011.05 0 0
10104328001 2013.07 0 0
10104328001 2015.07 0 0
10104328001 2018.07 0 0
10104328002 2011.05 0 0
10104328002 2013.07 0 0
10104329001 2011.05 0 0
10104329001 2013.07 0 0
10104329001 2015.07 0 0
10104329001 2018.07 0 0
10104329002 2011.05 0 0
10104329002 2013.07 0 0
10104329002 2015.07 0 0
10104329002 2018.07 0 0
10104330001 2011.05 0 0
10104330001 2013.07 0 0
10104330001 2015.07 0 0
10104331001 2011.05 NA NA
10104331001 2013.07 0 0
10104331001 2015.07 0 0
10104331001 2018.07 0 0
10104331002 2011.05 NA NA
10104331002 2013.07 0 0
10104331002 2015.07 0 0
10104331002 2018.07 0 0
10104332001 2011.05 NA NA
10104332001 2013.07 0 0
10104332001 2015.07 0 0
10104332001 2018.07 0 0
10104332002 2011.05 NA NA
10104332002 2013.07 0 0
10104332002 2015.07 0 0
10104332002 2018.07 0 0
10104333001 2013.07 NA NA
10104333001 2015.07 0 0
10104333001 2018.07 0 0
10104333002 2013.07 NA NA
10104333002 2015.07 0 0
10104333002 2018.07 0 0
10104334001 2015.07 NA NA
10104334001 2018.07 0 0
10104334002 2013.07 NA NA
10104334002 2015.07 0 0
10104334002 2018.07 0 0
10206101001 2011.05 0 0
10206101001 2013.07 0 0
10206101001 2015.07 0 0
10206101001 2018.07 0 0
10206101002 2011.05 0 0
10206101002 2013.07 0 0
10206101002 2015.07 0 0
10206101002 2018.07 0 0
10206102001 2011.05 0 0
10206102001 2013.07 0 0
10206102001 2015.07 0 0
10206102001 2018.07 0 0
10206102002 2011.05 0 0
10206102002 2013.07 0 0
10206102002 2015.07 0 0
10206102002 2018.07 0 0
10206103001 2011.05 0 0
10206103001 2013.07 0 0
10206103001 2015.07 0 0
10206103001 2018.07 0 0
10206103002 2011.05 0 0
10206103002 2013.07 0 0
10206103002 2015.07 0 0
10206103002 2018.07 0 0
10206104001 2011.05 0 0
10206104001 2013.07 0 0
10206104001 2015.07 0 0
10206104001 2018.07 0 0
10206104002 2011.05 0 0
10206104002 2013.07 0 0
10206104002 2015.07 0 0
10206104002 2018.07 0 0
10206105001 2011.05 0 0
10206105001 2013.07 0 0
10206105001 2015.07 0 0
10206105001 2018.07 0 0
10206105002 2011.05 0 0
10206105002 2013.07 0 0
10206105002 2015.07 0 0
10206105002 2018.07 0 0
10206106001 2011.05 0 0
10206106001 2013.07 0 0
10206106001 2015.07 0 0
10206106001 2018.07 0 0
10206106002 2011.05 0 0
10206107001 2011.05 0 0
10206107001 2013.07 0 0
10206107001 2015.07 0 0
10206107002 2011.05 0 0
10206107002 2013.07 0 0
10206107002 2015.07 0 0
10206107002 2018.07 0 0
10206108001 2011.05 0 0
10206108001 2013.07 0 0
10206108001 2015.07 0 0
10206108001 2018.07 0 0
10206108002 2011.05 0 0
10206108002 2013.07 0 0
10206109001 2011.05 0 0
10206109001 2013.07 0 0
10206109001 2015.07 0 0
10206109001 2018.07 0 0
10206109002 2011.05 0 0
10206109002 2013.07 0 0
10206109002 2015.07 0 0
10206109002 2018.07 0 0
10206110001 2011.05 0 0
10206111001 2011.05 0 0
10206111001 2013.07 0 0
10206111001 2015.07 0 0
10206111001 2018.07 0 0
10206111002 2011.05 0 0
10206111002 2013.07 0 0
10206111002 2015.07 0 0
10206111002 2018.07 0 0
10206112001 2011.05 0 0
10206112001 2013.07 0 0
10206112001 2015.07 0 0
10206112002 2011.05 0 0
10206113001 2011.05 0 0
10206113001 2013.07 0 0
10206113001 2015.07 0 0
10206113001 2018.07 0 0
10206113002 2011.05 0 0
10206113002 2013.07 0 0
10206113002 2015.07 0 0
10206113002 2018.07 0 0
10206114001 2011.05 0 0
10206114001 2013.07 0 0
10206114001 2015.07 0 0
10206114001 2018.07 0 0
10206115001 2011.05 0 0
10206115001 2013.07 0 0
10206115001 2015.07 0 0
10206116001 2011.05 0 0
10206116001 2013.07 0 0
10206116001 2015.07 0 0
10206116001 2018.07 0 0
10206116002 2011.05 0 0
10206116002 2013.07 0 0
10206116002 2015.07 0 0
10206116002 2018.07 0 0
10206117001 2011.05 0 0
10206117002 2011.05 0 0
10206117002 2013.07 0 0
10206117101 2011.05 NA NA
10206117101 2013.07 0 0
10206117101 2015.07 0 0
10206118001 2011.05 0 0
10206118001 2013.07 0 0
10206118001 2015.07 0 0
10206118001 2018.07 0 0
10206118002 2011.05 0 0
10206118002 2013.07 0 0
10206118002 2015.07 0 0
10206118002 2018.07 0 0
10206119001 2011.05 0 0
10206119001 2013.07 0 0
10206119001 2015.07 0 0
10206119001 2018.07 0 0
10206119002 2011.05 0 0
10206119002 2013.07 0 0
10206119002 2015.07 0 0
10206119002 2018.07 0 0
10206120001 2011.05 0 0
10206120001 2013.07 0 0
10206120001 2015.07 0 0
10206120001 2018.07 0 0
10206120002 2011.05 0 0
10206120002 2013.07 0 0
10206120002 2015.07 0 0
10206120002 2018.07 0 0
10206121001 2011.05 0 0
10206121001 2013.07 0 0
10206121001 2015.07 0 0
10206121001 2018.07 0 0
10206121002 2011.05 0 0
10206121002 2013.07 0 0
10206121002 2015.07 0 0
10206121002 2018.07 0 0
10206122001 2011.05 0 0
10206122002 2011.05 NA NA
10206122002 2013.07 0 0
10206122002 2015.07 0 0
10206122002 2018.07 0 0
10206123001 2011.05 0 0
10206123001 2013.07 0 0
10206123001 2015.07 0 0
10206123001 2018.07 0 0
10206123002 2011.05 0 0
10206123002 2013.07 0 0
10206123002 2015.07 0 0
10206123002 2018.07 0 0
10206124001 2011.05 0 0
10206124001 2013.07 0 0
10206124001 2015.07 0 0
10206124001 2018.07 0 0
10206124002 2011.05 0 0
10206124002 2013.07 0 0
10206124002 2015.07 0 0
10206124002 2018.07 0 0
10206125001 2011.05 0 0
10206125001 2013.07 0 0
10206126001 2011.05 0 0
10206126001 2013.07 0 0
10206126001 2015.07 NA NA
10206126001 2018.07 0 0
10206126002 2011.05 0 0
10206126002 2013.07 0 0
10206126002 2015.07 NA NA
10206126002 2018.07 0 0
10206127001 2011.05 0 0
10206127001 2013.07 0 0
10206127002 2011.05 0 0
10206127002 2013.07 0 0
10206127002 2015.07 0 0
10206127002 2018.07 0 0
10206128001 2011.05 0 0
10206128001 2013.07 0 0
10206128001 2015.07 0 0
10206128001 2018.07 0 0
10206128002 2011.05 0 0
10206128002 2013.07 0 0
10206128002 2015.07 0 0
10206128002 2018.07 0 0
10206129001 2011.05 NA NA
10206129001 2013.07 0 0
10206129001 2015.07 0 0
10206129001 2018.07 0 0
10206129002 2011.05 NA NA
10206129002 2013.07 0 0
10206129002 2015.07 0 0
10206129002 2018.07 0 0
10206130001 2011.05 NA NA
10206130001 2013.07 0 0
10206130001 2015.07 0 0
10206130001 2018.07 0 0
10206131001 2013.07 NA NA
10206131001 2015.07 0 0
10206131001 2018.07 0 0
10206131002 2013.07 NA NA
10206131002 2015.07 0 0
10206131002 2018.07 1 2
10206132001 2013.07 NA NA
10206132001 2015.07 0 0
10206132001 2018.07 0 0
10206132002 2013.07 NA NA
10206132002 2015.07 0 0
10206132002 2018.07 0 0
10206133001 2013.07 NA NA
10206133001 2015.07 0 0
10206133001 2018.07 0 0
10206133002 2013.07 NA NA
10206133002 2015.07 0 0
10206133002 2018.07 0 0
10206134001 2015.07 NA NA
10206134001 2018.07 0 0
10206134002 2015.07 NA NA
10206134002 2018.07 0 0
10206135001 2013.07 NA NA
10206135001 2015.07 0 0
10206135001 2018.07 0 0
10206135002 2013.07 NA NA
10206135002 2015.07 0 0
10206135002 2018.07 0 0
10206201001 2011.05 0 0
10206201002 2011.05 NA NA
10206202001 2011.05 0 0
10206202001 2013.07 0 0
10206202001 2015.07 0 0
10206202001 2018.07 0 0
10206203001 2011.05 0 0
10206203001 2013.07 0 0
10206203001 2015.07 0 0
10206203001 2018.07 0 0
10206204001 2011.05 0 0
10206204001 2013.07 0 0
10206204001 2015.07 0 0
10206204001 2018.07 0 0
10206205001 2011.05 NA NA
10206205001 2013.07 0 0
10206205001 2015.07 0 0
10206205001 2018.07 0 0
10206205002 2011.05 NA NA
10206205002 2013.07 0 0
10206205002 2015.07 0 0
10206205002 2018.07 0 0
10206206002 2011.05 0 0
10206206002 2013.07 0 0
10206206002 2015.07 0 0
10206206002 2018.07 0 0
10206206003 2011.05 NA NA
10206206003 2013.07 0 0
10206206003 2015.07 0 0
10206206003 2018.07 0 0
10206207001 2011.05 0 0
10206207001 2013.07 0 0
10206207001 2015.07 0 0
10206207001 2018.07 0 0
10206208001 2011.05 0 0
10206208001 2013.07 0 0
10206208001 2015.07 0 0
10206208001 2018.07 0 0
10206209001 2011.05 0 0
10206210001 2011.05 0 0
10206210001 2013.07 0 0
10206210001 2015.07 0 0
10206210001 2018.07 0 0
10206211001 2011.05 0 0
10206211001 2013.07 0 0
10206211001 2015.07 0 0
10206211001 2018.07 0 0
10206211002 2011.05 0 0
10206211002 2013.07 0 0
10206211002 2015.07 0 0
10206211002 2018.07 0 0
10206212001 2011.05 0 0
10206212001 2013.07 0 0
10206212001 2015.07 0 0
10206212001 2018.07 0 0
10206212002 2011.05 0 0
10206212002 2013.07 0 0
10206212002 2015.07 0 0
10206212002 2018.07 0 0
10206213002 2011.05 0 0
10206213002 2013.07 0 0
10206213002 2015.07 0 0
10206213002 2018.07 0 0
10206213003 2011.05 NA NA
10206213003 2013.07 0 0
10206213003 2015.07 0 0
10206213003 2018.07 0 0
10206214001 2011.05 0 0
10206214001 2013.07 0 0
10206214001 2015.07 0 0
10206214001 2018.07 0 0
10206214002 2011.05 0 0
10206214002 2013.07 0 0
10206214002 2015.07 0 0
10206214002 2018.07 0 0
10206215001 2011.05 0 0
10206215001 2013.07 0 0
10206215001 2015.07 0 0
10206215001 2018.07 1 3
10206215002 2011.05 0 0
10206215002 2013.07 0 0
10206215002 2015.07 0 0
10206215002 2018.07 0 0
10206216001 2011.05 0 0
10206216001 2013.07 0 0
10206216001 2015.07 0 0
10206216001 2018.07 0 0
10206216002 2011.05 0 0
10206216002 2013.07 0 0
10206216002 2015.07 0 0
10206216002 2018.07 0 0
10206217001 2011.05 0 0
10206217001 2013.07 0 0
10206217001 2015.07 0 0
10206217001 2018.07 0 0
10206217002 2011.05 NA NA
10206217002 2013.07 0 0
10206217002 2015.07 0 0
10206217002 2018.07 0 0
10206218001 2011.05 0 0
10206218001 2013.07 0 0
10206218001 2015.07 0 0
10206218001 2018.07 0 0
10206218002 2011.05 0 0
10206218002 2013.07 0 0
10206218002 2015.07 0 0
10206218002 2018.07 0 0
10206219001 2011.05 0 0
10206219001 2013.07 0 0
10206219001 2015.07 0 0
10206219001 2018.07 0 0
10206219002 2011.05 0 0
10206219002 2013.07 0 0
10206219002 2015.07 0 0
10206219002 2018.07 0 0
10206220001 2011.05 0 0
10206220001 2013.07 0 0
10206220001 2015.07 0 0
10206220001 2018.07 0 0
10206220002 2011.05 NA NA
10206220002 2013.07 0 0
10206220002 2015.07 0 0
10206220002 2018.07 0 0
10206221001 2011.05 0 0
10206221001 2013.07 0 0
10206221001 2015.07 0 0
10206221001 2018.07 0 0
10206221002 2011.05 0 0
10206221002 2013.07 0 0
10206221002 2015.07 0 0
10206221002 2018.07 0 0
10206222001 2011.05 0 0
10206222001 2013.07 0 0
10206222001 2015.07 0 0
10206222001 2018.07 0 0
10206222002 2011.05 0 0
10206223001 2011.05 0 0
10206223001 2013.07 0 0
10206223001 2015.07 0 0
10206223001 2018.07 0 0
10206223002 2011.05 0 0
10206223002 2013.07 0 0
10206223002 2015.07 0 0
10206223002 2018.07 0 0
10206224001 2011.05 0 0
10206224001 2013.07 0 0
10206224001 2015.07 0 0
10206224001 2018.07 0 0
10206224002 2011.05 0 0
10206224002 2013.07 0 0
10206224002 2015.07 0 0
10206224002 2018.07 0 0
10206225001 2011.05 0 0
10206225001 2013.07 0 0
10206225001 2015.07 0 0
10206225001 2018.07 0 0
10206226001 2011.05 0 0
10206226001 2013.07 0 0
10206226001 2015.07 0 0
10206226001 2018.07 0 0
10206226002 2011.05 0 0
10206226002 2013.07 0 0
10206226002 2015.07 0 0
10206226002 2018.07 0 0
10206227001 2011.05 0 0
